epoch_time,heading,x,y
1751118853.547598,-0.021392800,3.220450099,-0.042492133
1751118853.556180,-0.021391302,3.235262730,-0.042809065
1751118853.565765,-0.021552910,3.248814005,-0.043100084
1751118853.575057,-0.021700560,3.261194875,-0.043367883
1751118853.590427,-0.021667476,3.275133416,-0.043670405
1751118853.597082,-0.021636542,3.288004469,-0.043949332
1751118853.605507,-0.021714579,3.302030140,-0.044252846
1751118853.615407,-0.021790257,3.315631809,-0.044548247
1751118853.629082,-0.021927550,3.328708850,-0.044834142
1751118853.636921,-0.021997264,3.341487256,-0.045114387
1751118853.644690,-0.022086901,3.355397801,-0.045420430
1751118853.654840,-0.022173874,3.368894844,-0.045718586
1751118853.665392,-0.022167798,3.382970078,-0.046030740
1751118853.675085,-0.022236691,3.394831613,-0.046293727
1751118853.690004,-0.022418969,3.409259542,-0.046615925
1751118853.699497,-0.022436657,3.426242245,-0.046996723
1751118853.706320,-0.022429496,3.436960525,-0.047237246
1751118853.716246,-0.022488757,3.451028895,-0.047552845
1751118853.725598,-0.022589193,3.463719211,-0.047838921
1751118853.735408,-0.022695498,3.477151158,-0.048143103
1751118853.744392,-0.022739442,3.490523007,-0.048446636
1751118853.757182,-0.022725410,3.505885307,-0.048796027
1751118853.770350,-0.022783034,3.519790134,-0.049112074
1751118853.776645,-0.022777574,3.531855332,-0.049387003
1751118853.795437,-0.022763370,3.554174448,-0.049895467
1751118853.799991,-0.022756478,3.565003229,-0.050142009
1751118853.814519,-0.022833971,3.577255442,-0.050420874
1751118853.819457,-0.022760659,3.586438425,-0.050630258
1751118853.842618,-0.022789000,3.616591486,-0.051316680
1751118853.845304,-0.022842228,3.621818585,-0.051435960
1751118853.857326,-0.022829584,3.641313522,-0.051881345
1751118853.866652,-0.022770635,3.654656579,-0.052186015
1751118853.877664,-0.022891628,3.667836534,-0.052486980
1751118853.885099,-0.023023941,3.682249499,-0.052817928
1751118853.896456,-0.023028164,3.696452042,-0.053144984
1751118853.904539,-0.023023110,3.709003273,-0.053434067
1751118853.916506,-0.023001780,3.725207770,-0.053807211
1751118853.927356,-0.022973215,3.740077169,-0.054149294
1751118853.934390,-0.022918670,3.750006388,-0.054377440
1751118853.944550,-0.022838171,3.763966185,-0.054697436
1751118853.954668,-0.022881295,3.777207153,-0.054999888
1751118853.964568,-0.022927937,3.791528192,-0.055327630
1751118853.974432,-0.022835924,3.805104138,-0.055638953
1751118853.984332,-0.022819607,3.818710270,-0.055949715
1751118853.995438,-0.022840619,3.832401634,-0.056262201
1751118854.004488,-0.022862076,3.846383418,-0.056581609
1751118854.015655,-0.022951563,3.861583283,-0.056929170
1751118854.025099,-0.022909635,3.874606232,-0.057228120
1751118854.035379,-0.022863879,3.888818434,-0.057553773
1751118854.045522,-0.022829579,3.901991212,-0.057855006
1751118854.055475,-0.022809145,3.916066094,-0.058176386
1751118854.076089,-0.022768093,3.944343383,-0.058821478
1751118854.079511,-0.022757212,3.948562772,-0.058917562
1751118854.085288,-0.022701877,3.956472817,-0.059097604
1751118854.095021,-0.022726641,3.970097675,-0.059406967
1751118854.106427,-0.022699462,3.982533609,-0.059689643
1751118854.115565,-0.022666557,3.997589299,-0.060031458
1751118854.124743,-0.022673435,4.011727946,-0.060351987
1751118854.134372,-0.022704541,4.025192005,-0.060657316
1751118854.144613,-0.022824140,4.039078639,-0.060973490
1751118854.154930,-0.022796271,4.053102280,-0.061293624
1751118854.164673,-0.022764034,4.066796543,-0.061605856
1751118854.174952,-0.022705874,4.080724680,-0.061922971
1751118854.185680,-0.022648509,4.094528816,-0.062236460
1751118854.196968,-0.022676588,4.111526258,-0.062621492
1751118854.207752,-0.022787624,4.123080393,-0.062884188
1751118854.215815,-0.022738266,4.137239974,-0.063206907
1751118854.226542,-0.022738148,4.151953960,-0.063541535
1751118854.237156,-0.022738042,4.165106720,-0.063840656
1751118854.245426,-0.022725491,4.178091343,-0.064135952
1751118854.255083,-0.022678713,4.191631683,-0.064443715
1751118854.264540,-0.022606672,4.205540085,-0.064759194
1751118854.274753,-0.022461388,4.219315480,-0.065069662
1751118854.284794,-0.022317897,4.233255747,-0.065381832
1751118854.294985,-0.022280533,4.247386021,-0.065697242
1751118854.308612,-0.022231666,4.265866072,-0.066109056
1751118854.315282,-0.022250450,4.275209044,-0.066316800
1751118854.325490,-0.022180712,4.289735524,-0.066640074
1751118854.334914,-0.022106527,4.303074130,-0.066935982
1751118854.345439,-0.022026465,4.317469257,-0.067254260
1751118854.356983,-0.022070747,4.333673236,-0.067611234
1751118854.365083,-0.022049248,4.344616637,-0.067852802
1751118854.374604,-0.021980363,4.358032792,-0.068148667
1751118854.387434,-0.021971734,4.372518507,-0.068467119
1751118854.394703,-0.021839921,4.385896165,-0.068760215
1751118854.404499,-0.021728054,4.399503118,-0.069056675
1751118854.414586,-0.021650584,4.413416425,-0.069359032
1751118854.424771,-0.021572454,4.427448337,-0.069662878
1751118854.435702,-0.021512850,4.441363008,-0.069963099
1751118854.444740,-0.021462409,4.454983875,-0.070256168
1751118854.454580,-0.021490675,4.468569512,-0.070547793
1751118854.464827,-0.021520208,4.482764853,-0.070852907
1751118854.475727,-0.021541089,4.497169681,-0.071162950
1751118854.485147,-0.021546594,4.510564904,-0.071451542
1751118854.495146,-0.021618325,4.524572143,-0.071753397
1751118854.507719,-0.021706520,4.541794590,-0.072125776
1751118854.520818,-0.021726434,4.553377434,-0.072377239
1751118854.528792,-0.021644984,4.570097843,-0.072740571
1751118854.534637,-0.021553554,4.579129873,-0.072935686
1751118854.545671,-0.021410502,4.593261644,-0.073239312
1751118854.554614,-0.021346082,4.606825555,-0.073529766
